id,origin,created_at,updated_at,area,charter,test_data,scale,actions,expected,actual,status,severity,defect_id,fix,regression,evidence,notes
UAT-285,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on the walkthrough as a whole,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1404 のユーザーフローを実行し、expect(wholeCommentThread)を観測,expect(wholeCommentThread).toBeInViewport() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1404,matcher=toBeInViewport / 697 unique assertionsから51 flowsをround-robin抽出
UAT-286,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1453 のユーザーフローを実行し、expect(stableInlineComment)を観測,expect(stableInlineComment).toHaveClass(/is-collapsed/) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1453,matcher=toHaveClass / 697 unique assertionsから51 flowsをround-robin抽出
UAT-287,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:42 のユーザーフローを実行し、expect(viewportLayout.mainViewOverflowY)を観測,"expect(viewportLayout.mainViewOverflowY).toBe(""auto"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:42,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-288,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:913 のユーザーフローを実行し、expect(upperSourceThread)を観測,expect(upperSourceThread).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:913,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-289,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,起動・統合フロー,selects and copies code text with native browser selection,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1089 のユーザーフローを実行し、expect.poll(async () => page.evaluate(() => navigator.clipboard.readText()))を観測,"expect.poll(async () => page.evaluate(() => navigator.clipboard.readText())).toBe(""value"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1089,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-290,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1123 のユーザーフローを実行し、expect(page.getByRole(""button"", { name: ""README.md、1件"" }))を観測","expect(page.getByRole(""button"", { name: ""README.md、1件"" })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1123,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-291,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,closes other or all tabs within the selected pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1326 のユーザーフローを実行し、expect(leftPane.getByText(""左ペイン"", { exact: true }))を観測","expect(leftPane.getByText(""左ペイン"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1326,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-292,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,uses path-specific fixture documents and a complete search index,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:62 のユーザーフローを実行し、expect(addedBody.diff.new.text)を観測,"expect(addedBody.diff.new.text).toBe(""export const added = true;\n"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:62,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-293,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:67 のユーザーフローを実行し、expect(page.locator("".walkthrough-viewer-header .walkthrough-meta""))を観測","expect(page.locator("".walkthrough-viewer-header .walkthrough-meta"")).toHaveCount(0) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:67,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-294,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the PR range while switching a Walkthrough reference diff to split,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:369 のユーザーフローを実行し、expect(rightDiff.locator('[data-diff-type=""split""]'))を観測","expect(rightDiff.locator('[data-diff-type=""split""]')).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:369,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-295,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:619 のユーザーフローを実行し、expect(page.getByText(""Rendered Markdown"", { exact: true }))を観測","expect(page.getByText(""Rendered Markdown"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:619,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-296,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,"keeps native Markdown pointer selection stable across headings, tables, and code",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:902 のユーザーフローを実行し、expect((await dragNativeText(page, ready)).trim())を観測","expect((await dragNativeText(page, ready)).trim()).toBe(""Ready"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:902,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-297,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,renders a class diagram with code-bound classes,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:979 のユーザーフローを実行し、expect(page.locator('.document-pane[data-pane=""right""] diffs-container'))を観測","expect(page.locator('.document-pane[data-pane=""right""] diffs-container')).toHaveAttribute( ""data-search-target-line"", ""21"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:979,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-298,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1006 のユーザーフローを実行し、expect(taskItems.nth(2).locator('input[type=""checkbox""]')).notを観測","expect(taskItems.nth(2).locator('input[type=""checkbox""]')).not.toBeChecked() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1006,matcher=toBeChecked / 697 unique assertionsから51 flowsをround-robin抽出
UAT-299,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,resizes the sidebar and two reading panes with pointer drag,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1281 のユーザーフローを実行し、expect(leftBefore).notを観測,expect(leftBefore).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1281,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-300,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1457 のユーザーフローを実行し、expect(stableInlineComment.getByRole(""status""))を観測","expect(stableInlineComment.getByRole(""status"")).toHaveText(""参照をコピーしました"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1457,matcher=toHaveText / 697 unique assertionsから51 flowsをround-robin抽出
UAT-301,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:43 のユーザーフローを実行し、expect(viewportLayout.appHeight)を観測,expect(viewportLayout.appHeight).toBeLessThanOrEqual(viewportLayout.viewportHeight) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:43,matcher=toBeLessThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-302,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:914 のユーザーフローを実行し、expect(lowerSourceThread)を観測,expect(lowerSourceThread).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:914,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-303,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1124 のユーザーフローを実行し、expect(page.getByRole(""button"", { name: ""src/fixture.ts、3件"" }))を観測","expect(page.getByRole(""button"", { name: ""src/fixture.ts、3件"" })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1124,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
